bit_array,bit_string,integer_array,probability,fval,is_feasible,is_optimal
[1 1 1 0 0 0 0 0 0 1 1 1],111000000111,[3. 1. 0. 0. 2. 3.],0.31431167199510046,26.99999999999997,True,True
[0 1 0 1 0 0 0 0 0 1 1 1],010100000111,[2. 2. 0. 0. 2. 3.],0.11065814037312766,64.39999999999999,True,False
[0 1 0 1 0 0 1 0 0 1 1 1],010100100111,[2. 2. 0. 1. 2. 3.],0.09335327177095294,72.4,True,False
[0 1 0 1 0 0 0 1 0 1 1 1],010100010111,[2. 2. 0. 2. 2. 3.],0.06854447976122835,67.4,True,False
[1 0 1 1 0 0 1 0 0 1 1 1],101100100111,[1. 3. 0. 1. 2. 3.],0.053505867951361405,40.99999999999997,True,False
[1 0 1 1 0 0 0 1 0 1 1 1],101100010111,[1. 3. 0. 2. 2. 3.],0.050813557851557875,33.99999999999997,True,False
[1 0 1 1 0 0 0 0 0 1 1 1],101100000111,[1. 3. 0. 0. 2. 3.],0.036924233983859855,28.99999999999997,True,False
[1 1 1 0 1 1 0 0 0 1 1 1],111011000111,[3. 1. 3. 0. 2. 3.],0.025046816419012633,53.99999999999997,True,False
[1 1 1 0 0 0 1 1 0 1 1 1],111000110111,[3. 1. 0. 3. 2. 3.],0.024685050939374144,53.99999999999997,True,False
[1 1 1 0 0 0 1 0 0 1 1 1],111000100111,[3. 1. 0. 1. 2. 3.],0.020792328271070228,42.99999999999997,True,False
[1 1 1 0 0 1 0 0 0 1 1 1],111001000111,[3. 1. 2. 0. 2. 3.],0.02031719916834121,33.99999999999997,True,False
[1 1 1 0 1 0 0 0 0 1 1 1],111010000111,[3. 1. 1. 0. 2. 3.],0.019796129338586297,42.99999999999997,True,False
[1 1 1 0 0 0 0 1 0 1 1 1],111000010111,[3. 1. 0. 2. 2. 3.],0.016628305212176998,33.99999999999997,True,False
[0 1 0 1 1 1 0 0 0 1 1 1],010111000111,[2. 2. 3. 0. 2. 3.],0.008733748709982843,91.4,True,False
[0 1 0 1 1 1 1 0 0 1 1 1],010111100111,[2. 2. 3. 1. 2. 3.],0.00737373266199052,99.4,True,False
[0 1 0 1 0 1 0 0 0 1 1 1],010101000111,[2. 2. 2. 0. 2. 3.],0.007011742836498485,71.4,True,False
[0 1 0 1 1 0 0 0 0 1 1 1],010110000111,[2. 2. 1. 0. 2. 3.],0.006738185445143658,80.4,True,False
[0 1 0 1 0 1 1 0 0 1 1 1],010101100111,[2. 2. 2. 1. 2. 3.],0.005809569861087934,79.4,True,False
[0 1 0 1 1 0 1 0 0 1 1 1],010110100111,[2. 2. 1. 1. 2. 3.],0.0055986453226183125,88.4,True,False
[1 0 1 1 0 0 1 1 0 1 1 1],101100110111,[1. 3. 0. 3. 2. 3.],0.005489856528205113,49.99999999999997,True,False
[0 1 0 1 1 1 0 1 0 1 1 1],010111010111,[2. 2. 3. 2. 2. 3.],0.005410374202225858,94.4,True,False
[0 1 0 1 0 0 1 1 0 1 1 1],010100110111,[2. 2. 0. 3. 2. 3.],0.004341199244613074,79.4,True,False
[1 0 1 1 1 1 1 0 0 1 1 1],101111100111,[1. 3. 3. 1. 2. 3.],0.004254362543422636,67.99999999999997,True,False
[0 1 0 1 0 1 0 1 0 1 1 1],010101010111,[2. 2. 2. 2. 2. 3.],0.004238845092243878,74.4,True,False
[0 1 0 1 1 0 0 1 0 1 1 1],010110010111,[2. 2. 1. 2. 2. 3.],0.00408834789243751,83.4,True,False
[1 0 1 1 1 1 0 1 0 1 1 1],101111010111,[1. 3. 3. 2. 2. 3.],0.004039924308815558,60.99999999999997,True,False
[1 0 1 1 0 1 1 0 0 1 1 1],101101100111,[1. 3. 2. 1. 2. 3.],0.00390815965774069,47.99999999999997,True,False
[1 0 1 1 0 1 0 1 0 1 1 1],101101010111,[1. 3. 2. 2. 2. 3.],0.003751812179885586,40.99999999999997,True,False
[1 0 1 1 0 0 0 1 1 1 0 1],101100011101,[1. 3. 0. 2. 3. 2.],0.003703035797186978,45.99999999999997,True,False
[1 0 1 1 1 0 1 0 0 1 1 1],101110100111,[1. 3. 1. 1. 2. 3.],0.003677039329758612,56.99999999999997,True,False
[1 0 1 1 1 0 0 1 0 1 1 1],101110010111,[1. 3. 1. 2. 2. 3.],0.003518799247837341,49.99999999999997,True,False
[1 0 1 1 0 0 1 0 1 1 0 1],101100101101,[1. 3. 0. 1. 3. 2.],0.0032733104920748073,52.99999999999997,True,False
[0 1 0 1 0 0 0 0 1 1 0 1],010100001101,[2. 2. 0. 0. 3. 2.],0.0030802267532660413,68.4,True,False
[1 0 1 1 1 1 0 0 0 1 1 1],101111000111,[1. 3. 3. 0. 2. 3.],0.0029259672030899782,55.99999999999997,True,False
[1 0 1 1 0 1 0 0 0 1 1 1],101101000111,[1. 3. 2. 0. 2. 3.],0.0026092458382791987,35.99999999999997,True,False
[1 0 1 1 1 0 0 0 0 1 1 1],101110000111,[1. 3. 1. 0. 2. 3.],0.002470723814725188,44.99999999999997,True,False
[0 1 0 1 0 0 1 0 1 1 0 1],010100101101,[2. 2. 0. 1. 3. 2.],0.002328442602018847,76.4,True,False
[1 0 1 1 1 0 0 1 1 1 0 1],101110011101,[1. 3. 1. 2. 3. 2.],0.0022062214805901774,53.99999999999997,True,False
[1 0 1 1 0 0 0 0 1 1 0 1],101100001101,[1. 3. 0. 0. 3. 2.],0.0020839466032334707,40.99999999999997,True,False
[0 1 0 1 1 0 0 0 1 1 0 1],010110001101,[2. 2. 1. 0. 3. 2.],0.0020361227110199226,76.4,True,False
[0 1 0 1 0 0 0 1 1 1 0 1],010100011101,[2. 2. 0. 2. 3. 2.],0.002034348506668684,71.4,True,False
[1 0 1 1 1 0 1 0 1 1 0 1],101110101101,[1. 3. 1. 1. 3. 2.],0.002009774571677704,60.99999999999997,True,False
[1 1 1 0 1 1 1 1 0 1 1 1],111011110111,[3. 1. 3. 3. 2. 3.],0.0019678015975602868,80.99999999999997,True,False
[1 1 1 0 1 1 1 0 0 1 1 1],111011100111,[3. 1. 3. 1. 2. 3.],0.0016599680755999457,69.99999999999997,True,False
[1 1 1 0 0 1 1 1 0 1 1 1],111001110111,[3. 1. 2. 3. 2. 3.],0.0015977300249482534,60.99999999999997,True,False
[1 1 1 0 1 0 1 1 0 1 1 1],111010110111,[3. 1. 1. 3. 2. 3.],0.0015570934530735499,69.99999999999997,True,False
[1 1 1 0 0 1 1 0 0 1 1 1],111001100111,[3. 1. 2. 1. 2. 3.],0.0013586225282504296,49.99999999999997,True,False
[0 1 0 1 1 0 1 0 1 1 0 1],010110101101,[2. 2. 1. 1. 3. 2.],0.0013352895797928935,84.4,True,False
[1 0 1 1 1 0 0 0 1 1 0 1],101110001101,[1. 3. 1. 0. 3. 2.],0.0013261860652723138,48.99999999999997,True,False
[1 1 1 0 1 0 1 0 0 1 1 1],111010100111,[3. 1. 1. 1. 2. 3.],0.0013242644660219943,58.99999999999997,True,False
[1 1 1 0 1 1 0 1 0 1 1 1],111011010111,[3. 1. 3. 2. 2. 3.],0.0013216049515352229,60.99999999999997,True,False
[0 1 0 1 1 0 0 1 1 1 0 1],010110011101,[2. 2. 1. 2. 3. 2.],0.0011368114728860044,79.4,True,False
[1 0 1 1 0 1 0 1 1 1 0 1],101101011101,[1. 3. 2. 2. 3. 2.],0.0010676147974043274,48.99999999999997,True,False
[1 1 1 0 0 1 0 1 0 1 1 1],111001010111,[3. 1. 2. 2. 2. 3.],0.0010471127752999083,40.99999999999997,True,False
[1 1 1 0 1 0 0 1 0 1 1 1],111010010111,[3. 1. 1. 2. 2. 3.],0.0010204293580086832,49.99999999999997,True,False
[1 0 1 1 0 1 1 0 1 1 0 1],101101101101,[1. 3. 2. 1. 3. 2.],0.0009794624178806192,55.99999999999997,True,False
[1 1 1 0 0 0 0 0 1 1 0 1],111000001101,[3. 1. 0. 0. 3. 2.],0.0008095814030144203,34.99999999999997,True,False
[0 1 0 1 0 1 0 0 1 1 0 1],010101001101,[2. 2. 2. 0. 3. 2.],0.000774821586926251,71.4,True,False
[1 0 1 1 0 1 0 0 1 1 0 1],101101001101,[1. 3. 2. 0. 3. 2.],0.0006266676745047277,43.99999999999997,True,False
[0 1 0 1 0 1 1 0 1 1 0 1],010101101101,[2. 2. 2. 1. 3. 2.],0.00045272150169221756,79.4,True,False
[1 0 1 1 1 1 1 1 0 1 1 1],101111110111,[1. 3. 3. 3. 2. 3.],0.00043652719152947753,76.99999999999997,True,False
[1 0 1 1 0 1 1 1 0 1 1 1],101101110111,[1. 3. 2. 3. 2. 3.],0.0003941947243021654,56.99999999999997,True,False
[0 1 0 1 0 1 0 1 1 1 0 1],010101011101,[2. 2. 2. 2. 3. 2.],0.0003883901502634262,74.4,True,False
[1 0 1 1 1 0 1 1 0 1 1 1],101110110111,[1. 3. 1. 3. 2. 3.],0.00037293564685595353,65.99999999999997,True,False
[0 1 0 1 1 1 1 1 0 1 1 1],010111110111,[2. 2. 3. 3. 2. 3.],0.000342605867539127,106.4,True,False
[0 1 0 1 0 1 1 1 0 1 1 1],010101110111,[2. 2. 2. 3. 2. 3.],0.00027667568358381346,86.4,True,False
[0 1 0 1 1 0 1 1 0 1 1 1],010110110111,[2. 2. 1. 3. 2. 3.],0.0002658106096185238,95.4,True,False
[1 0 1 1 0 0 1 1 1 1 0 1],101100111101,[1. 3. 0. 3. 3. 2.],0.0002576329584473703,61.99999999999997,True,False
[1 0 1 1 1 1 0 1 1 1 0 1],101111011101,[1. 3. 3. 2. 3. 2.],0.00019369831700112572,60.99999999999997,True,False
[1 0 1 1 1 1 1 0 1 1 0 1],101111101101,[1. 3. 3. 1. 3. 2.],0.00016974249960735466,67.99999999999997,True,False
[1 0 1 1 1 0 1 1 1 1 0 1],101110111101,[1. 3. 1. 3. 3. 2.],0.0001661007930775898,69.99999999999997,True,False
[0 1 0 1 1 1 0 0 1 1 0 1],010111001101,[2. 2. 3. 0. 3. 2.],0.0001581479119215988,83.4,True,False
[0 1 0 1 0 0 1 1 1 1 0 1],010100111101,[2. 2. 0. 3. 3. 2.],0.00013233747170283107,83.4,True,False
[0 1 0 1 1 1 1 0 1 1 0 1],010111101101,[2. 2. 3. 1. 3. 2.],0.0001270909189589635,91.4,True,False
[0 1 0 1 1 1 0 1 1 1 0 1],010111011101,[2. 2. 3. 2. 3. 2.],0.00011123945165402418,86.4,True,False
[1 0 1 1 1 1 0 0 1 1 0 1],101111001101,[1. 3. 3. 0. 3. 2.],0.00010708731479626456,55.99999999999997,True,False
[1 1 1 0 0 0 1 0 1 1 0 1],111000101101,[3. 1. 0. 1. 3. 2.],9.328513827963943e-05,50.99999999999997,True,False
[0 1 0 1 1 0 1 1 1 1 0 1],010110111101,[2. 2. 1. 3. 3. 2.],8.880456496711816e-05,91.4,True,False
[1 0 1 1 0 1 1 1 1 1 0 1],101101111101,[1. 3. 2. 3. 3. 2.],8.16083908374078e-05,64.99999999999997,True,False
[1 1 1 0 0 0 0 1 1 1 0 1],111000011101,[3. 1. 0. 2. 3. 2.],8.060571861874337e-05,41.99999999999997,True,False
[1 1 1 0 0 0 1 1 1 1 0 1],111000111101,[3. 1. 0. 3. 3. 2.],7.683163108454558e-05,61.99999999999997,True,False
[1 1 1 0 0 1 0 0 1 1 0 1],111001001101,[3. 1. 2. 0. 3. 2.],6.581224408257659e-05,37.99999999999997,True,False
[1 1 1 0 1 1 0 0 1 1 0 1],111011001101,[3. 1. 3. 0. 3. 2.],6.508199587245145e-05,49.99999999999997,True,False
[0 1 0 1 0 1 1 1 1 1 0 1],010101111101,[2. 2. 2. 3. 3. 2.],3.4712354370616804e-05,86.4,True,False
[1 1 1 0 1 0 0 1 1 1 0 1],111010011101,[3. 1. 1. 2. 3. 2.],1.3310495580675521e-05,49.99999999999997,True,False
[1 0 1 1 1 1 1 1 1 1 0 1],101111111101,[1. 3. 3. 3. 3. 2.],1.3181751685654867e-05,76.99999999999997,True,False
